Target,country_code,demog_1,demog_2,income,demog_3,city_tier,occupation,demog_4,demog_5,demog_6,demog_7,demog_8,demog_9,demog_10,demog_11,demog_12,demog_13,demog_14,demog_15,demog_16,demog_17,demog_18,demog_19,demog_20,demog_21,demog_22,os,txn_1,txn_2,txn_3,txn_4,txn_5,txn_6,txn_7,txn_8,txn_9,txn_10,txn_11,txn_12,txn_13,txn_14,txn_15,txn_16,txn_17,txn_18,txn_19,txn_20,txn_21,txn_22,txn_23,txn_24,txn_25,txn_26,txn_27,txn_28,txn_29,txn_30,txn_31,txn_32,txn_33,txn_34,txn_35,txn_36,txn_37,txn_38,txn_39,txn_40,txn_41,txn_42,txn_43,txn_44,txn_45,txn_46,txn_47,txn_48,txn_49,txn_50,txn_51,txn_52,txn_53,txn_54,txn_55,txn_56,txn_57,txn_58,txn_59,txn_60,txn_61,txn_62,txn_63,txn_64,txn_65,txn_66,txn_67,txn_68,txn_69,txn_70,txn_71,txn_72,txn_73,txn_74,txn_75,txn_76,txn_77,txn_78,txn_79,others_1,others_2,others_3,others_4,others_5,others_6,others_7,others_8,others_9,others_10,others_11,others_12,others_13,others_14,others_15,others_16,others_17,others_18,others_19,others_20,others_21,others_22,others_23,others_24,others_25,others_26,others_27,others_28,others_29,others_30,others_31,others_32,demog_23,demog_24,demog_25,demog_26,demog_27,demog_28,demog_29,demog_30,demog_31,demog_32,demog_33,demog_34,demog_35,demog_36,demog_37,demog_38,others_33,others_34,others_35,others_36,others_37,others_38,others_39,others_40,others_41,txn_80,txn_81,demog_39,email_domain,demog_40,demog_41,others_42,others_43,others_44,others_45,demog_42,demog_43
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,150.0,150.0,1.0,150.0,150.0,1.0,150,150,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,150.0,7450.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,150.0,150.0,1.0,150.0,150.0,1.0,150,150,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,150.0,7450.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,3.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,247.0,247.0,1.0,247.0,247.0,1.0,247,247,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,247.0,7547.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,150.0,150.0,1.0,150.0,150.0,1.0,150,150,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,150.0,7450.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,3.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,158.0,158.0,1.0,158.0,158.0,1.0,158,158,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,158.0,7458.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,157.0,157.0,1.0,157.0,157.0,1.0,157,157,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,157.0,7457.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,134.0,134.0,1.0,134.0,134.0,1.0,134,134,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,134.0,7434.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,215.0,215.0,1.0,215.0,215.0,1.0,215,215,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,215.0,7515.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,145.0,145.0,1.0,145.0,145.0,1.0,145,145,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,145.0,7445.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,200.0,200.0,1.0,200.0,200.0,1.0,200,200,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,200.0,7500.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,142.0,142.0,1.0,142.0,142.0,1.0,142,142,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,142.0,7442.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,233.0,233.0,1.0,233.0,233.0,1.0,233,233,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,233.0,7533.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,233.0,233.0,1.0,233.0,233.0,1.0,233,233,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,233.0,7533.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,158.0,158.0,1.0,158.0,158.0,1.0,158,158,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,158.0,7458.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,215.0,215.0,1.0,215.0,215.0,1.0,215,215,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,215.0,7515.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,242.0,242.0,1.0,242.0,242.0,1.0,242,242,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,242.0,7542.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,141.0,141.0,1.0,141.0,141.0,1.0,141,141,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,141.0,7441.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,150.0,150.0,1.0,150.0,150.0,1.0,150,150,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,150.0,7450.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,156.0,156.0,1.0,156.0,156.0,1.0,156,156,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,156.0,7456.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,233.0,233.0,1.0,233.0,233.0,1.0,233,233,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,233.0,7533.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,2.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,149.0,149.0,1.0,149.0,149.0,1.0,149,149,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,149.0,7449.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,150.0,150.0,1.0,150.0,150.0,1.0,150,150,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,150.0,7450.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,4.0,1.0,1.0,,,N,0.0,False,,,,,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,150.0,150.0,1.0,150.0,150.0,1.0,150,150,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,150.0,7450.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
0,,,,0,101.0,,Other,,3.0,1.0,1.0,,,N,0.0,False,False,False,True,False,False,False,False,False,False,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,218.0,218.0,1.0,218.0,218.0,1.0,218,218,1,,,,1,0.0,0.0,,,,,,,9999.0,9999.0,0.0,0.0,0.0,0.0,218.0,7518.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,,,1,Others,,0,,,,,0,
